track_popularity,genre_afrobeats,genre_ambient,genre_arabic,genre_blues,genre_brazilian,genre_classical,genre_electronic,genre_folk,genre_gaming,genre_hip-hop,genre_indian,genre_indie,genre_j-pop,genre_k-pop,genre_korean,genre_latin,genre_lofi,genre_metal,genre_pop,genre_punk,genre_r&b,genre_rock,genre_soul,genre_turkish,genre_world,energy,tempo,danceability,loudness,valence,instrumentalness,duration_ms,acousticness,release_year
4.203124294923689,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.27483095522452594,1.3031752039524822,-1.055200615362291,-0.3357378142296558,0.17026590508949693,-0.26993382756644996,1.0591604915829105,0.18810667941589995,0.9636433404805881
3.8601278187323143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7507198371937324,0.9794596964289175,0.6993767446009573,0.6073044019876727,1.9150031547016733,-0.26993382756644996,-0.5803924778524288,-0.8726107560078586,0.9636433404805881
3.6886295806366274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.7312279047300332,-0.6151885244283276,0.493762210230264,-1.0198720765400449,-0.24864378107976345,0.08766940576118437,0.2309707462240484,-0.22146601642166142,0.9636433404805881
3.174134866349566,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.3285247139898798,-0.1903978998162154,0.1716327730495111,0.18350694542697632,1.2499300447009924,-0.26993382756644996,0.3924371620100806,-0.7895585149074643,0.9636433404805881
3.002636628253879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.13324161139216345,0.21922421689471344,1.706887963017354,-0.05511131231286285,1.2585673578178844,-0.266440138082953,-0.06081597384438809,0.711449568541673,0.9636433404805881
3.002636628253879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8849542341071169,-0.4859484929075127,-0.8290246275545283,0.6953216755012902,-0.5336751139371982,-0.26993382756644996,-0.6529330350376329,-0.16837325955382945,0.9636433404805881
3.002636628253879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.041962221491061866,-0.337521565950835,0.13050986617537244,-0.10454958607213494,-0.10612811465104617,-0.2698538373695214,0.5419906413935661,0.9010665573553588,0.9636433404805881
3.002636628253879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.1272656326292325,0.9459369319504097,-1.4253067772295387,-1.5431176213563873,-1.59606462731491,-0.26833990526000606,1.2556838313279521,1.3409779714031098,0.9636433404805881
2.8311383901581917,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4231879087250737,-0.07234419035140417,0.6445462021021058,0.3192478704885614,0.32141888463510593,-0.2699187705882046,1.1460406944378467,-0.7584613287420198,0.9636433404805881
2.8311383901581917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6057466885272769,-0.21494264529831963,-0.10251993944474593,0.8170598525038907,1.4788188422986293,-0.26993382756644996,-0.560918637369478,-0.9689741097229738,0.9636433404805881
2.4881419139668175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.45003478810775066,-0.9767709991705957,0.43893166773141246,0.18122078247857068,0.7791964798303804,-0.26993382756644996,-0.5412241869531466,-0.7228133348450468,0.9636433404805881
2.4881419139668175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.2735348682601066,-0.21834560411147302,-0.993516255051083,-0.2585798147209652,-0.6805094369243616,-0.26993382756644996,-0.8365005550586927,1.5078409215591535,0.9636433404805881
2.3738097552363584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6272241920334184,-0.6517160291354711,0.17848659086186755,0.3212482630684165,0.8396576716486238,-0.2695491688253377,-0.4692451823256383,-0.5741536156151172,0.9636433404805881
2.31664367587113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.24599850479940596,-0.06383679331852143,0.3361244005460658,-0.1634182819935804,1.9020471850263359,-0.2698940089169495,-1.0572308211301211,1.1930767201284347,0.9636433404805881
2.31664367587113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4392960363546799,-0.18040623351376603,1.5012734286466607,0.462418825132465,1.4788188422986293,-0.26986618879698837,-1.248038358055759,-0.9634752170473769,0.9636433404805881
2.31664367587113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.20304349778712347,1.1985523212927756,-0.7879017206803897,0.0852019386455335,-0.4645766090020625,-0.26993382756644996,0.4906286378128894,-0.5893229747202121,0.9636433404805881
2.1451454377754433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.699011649470821,-0.4357367495687536,0.4800545746055511,-0.7183843377190505,1.8718165891172138,-0.26993382756644996,-0.8871806733907388,1.9894680731459156,0.9636433404805881
2.1451454377754433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.44128160739712236,1.0171818568896147,-0.04083557913353792,0.0183316724046684,1.491774811973967,-0.21335252650375522,-0.5847846210715495,0.897274217579085,0.9636433404805881
2.1451454377754433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.8654623016434179,-0.7943506857718884,0.10309459492594666,0.07634305722046172,-0.602773618872334,-0.26758117471561027,-0.9984081907114859,1.003459731314749,0.9636433404805881
2.1451454377754433,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.9191560604087717,-0.7569905422062071,1.5286886998960865,-0.11398000823430833,-1.2160228501716637,-0.26993382756644996,1.5108894133522048,-0.9393559360702761,0.9636433404805881
2.1451454377754433,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.22650657233570748,0.07322280313464512,-0.273865384753657,0.1352117531419072,-0.7064213762750374,-0.26993382756644996,-0.5279274246048495,-0.0470183867130705,0.9636433404805881
2.1451454377754433,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9064317376132586,-1.516176172744864,-1.1648617003599941,0.7476176529460692,0.7273726011290286,-0.26993382756644996,1.1443560367647594,0.10088286456160438,0.9636433404805881
2.087979358410215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.3070472104837383,-0.5394183883014185,-0.04083557913353792,0.15121489378074648,0.3602867936611198,-0.26993382756644996,-0.2505204611031234,0.05916712702259367,0.9636433404805881
1.9736471996797562,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9386479928724702,-0.8833344385668918,-2.069565651591044,0.9750908663124309,-0.5811803360801041,-0.26993382756644996,1.1026005930103786,0.3853083477821332,0.9636433404805881
